TYPEAHEAD,YRKE
Kra,Kraftmegler
Imp,Impresario
Adm,Administrativ leder
Kon,Kontorleder
Ark,Arkivleder
Ark,Arkivsjef
Dri,Driftssenterleder (administrasjon)
Dri,Driftssjef (administrasjon)
Sek,Sekretærleder
For,Forretningsfører (administrasjon)
Adv,Advokatsekretær
Adm,Administrasjonssekretær
Sje,Sjefssekretær
Før,Førstesekretær (privat viksomhet)
Nam,Namsfullmektig
Sta,Statsrådens kontorsekretær
Uni,Universitetssekretær
Pri,Privatsekretær
Pro,Prosjektsekretær
Rik,Riksrevisors sekretær
Pro,Protokollfører
Kan,Kanselist
Dir,Direksjonssekretær
Pro,Produktsekretær (markedsføring og reklame)
Lev,Leveransekoordinator (administrative oppgaver)
Tol,Toller
Tol,Tollkasserer
Tol,Tollinspektør
Ska,Skattefunksjonær
Fyl,Fylkeskoordinator i skatteetaten
Kon,Konsulent i skatteetaten
Gru,Gruppeleder i skatteetaten
Lig,Ligningskonsulent
Lig,Ligningssekretær
Sak,Saksbehandler (off. sosiale ytelser)
Kon,Konsulent (sosialkontor)
Gru,Gruppeleder i trygdeetaten
Fyl,Fylkeskoordinator i trygdeetaten
Try,Trygdekonsulent
Gru,Gruppeleder (arbeidsmarkedsetaten)
Fyl,Fylkeskoordinator i fylkesarbeidskontoret
Kon,Konsulent (arbeidsmarkedsetaten)
Vei,Veileder (arbeids- og velferdsetaten)
Lis,Lisenskontrollør
Sak,Saksbehandler (førerkort)
Sak,Saksbehandler (importlisens)
Len,Lensmannsbetjent
Pol,Politibetjent
Pol,Politiinspektør
Pol,Politioverbetjent
Utr,Utrykningssjef (politi)
Pas,Passkontrollør (politi)
Fis,Fiskerirettleder
Før,Førstesekretær (offentlig administrasjon)
Idr,Idrettskonsulent
Kul,Kulturkonsulent
Kon,Kontrollør (justervesenet)
Jus,Justermester
Jus,Justerverksinspektør
Kon,Konkurranseinspektør
Opp,Oppsynsmann (fiskeri)
Pan,Pantefullmektig
Skr,Skriftgransker
Tre,Trekkontrollør
Siv,Sivilforsvarsadjutant (operasjon/øving)
Siv,Sivilforsvarsadjutant (varsling)
Dis,Distriktssjef (justervesenet)
Nau,Nautisk planlegger
Eie,Eiendomskonsulent (offentlig administrasjon)
Pri,Privatetterforsker
Fri,Fritidsleder
Mot,Mottaksleder
Mil,Miljøarbeider (sosiale fagfelt)
Ung,Ungdomskonsulent
Avd,Avdelingsleder (attføringsbedrift)
Sos,Sosionom
Fly,Flyktningkonsulent
Bar,Barnevernsfullmektig
Bar,Barne- og ungdomskonsulent
Koo,Koordinator (humanitært arbeid)
Kri,Krisesentermedarbeider
Sos,Sosialkonsulent
Att,Attføringsleder
Vei,Veileder (attføringsbedrift)
Arb,Arbeidsleder (attføringsbedrift)
San,Sanitetskonsulent (humanitært arbeid)
Str,Straffegjennomfører (i samfunnet)
Dia,Diakon
Men,Menighetsarbeider
Mis,Misjonær
Pre,Predikant
Dag,Daglig leder (menighet)
For,Forkynner
For,Forstander
Kor,Koranlærer
Isl,Islamlærer
Kon,Konsulent (religiøst arbeid)
Leg,Legpredikant
Men,Menighetsforvalter
Men,Menighetsfullmektig
Men,Menighetspedagog
Mun,Munk
Non,Nonne
Omr,Områdeleder/regionleder (religiøse interesseorganisasjoner)
Pro,Programleder (religiøst arbeid)
Vig,Vigsler (religiøst arbeid)
Idr,Idrettsutøver
Dyk,Dykkeinstruktør
Ins,Instruktør (idrett)
Tre,Trener
Tre,Trener (hestesport)
Dom,Dommer (idrett)
Coa,Coach (idrett)
Idr,Idrettsfunksjonær
Idr,Idrettsseksjonsleder
Spo,Sportsjef
Ins,Instruktør (helsestudio ol.)
Stu,Studioleder (idrett)
Ski,Skilærer
Aer,Aerobicleder
Fil,Filmfotograf
Fot,Fotograf
Fot,Fotograf og filmfotograf
Lær,Lærling (fotograf)
Fot,Fotoleder
Kli,Klipper (fotografi)
Dro,Droneoperatør (fotografering)
Kam,Kamera-assistent
Dig,Digital imaging technician (DIT)
Dek,Dekoratør
Pro,Produksjonskonsulent (forlag)
Int,Interiørkonsulent
Rek,Rekvisitørassistent
Pro,Produksjonsleder (forlag)
But,Butikkdekoratør
Fil,Filmdekoratør
Inn,Innreder
Med,Mediedesigner
Pro,Produktutviklingskoordinator (møbelproduksjon)
Sje,Sjefsdekoratør
Ski,Skiltdekoratør
Tea,Teaterdekoratør
Uts,Utstillingsdesigner
Tak,Taksidermist
Tek,Teknisk konservator
Mus,Museumstekniker
Uts,Utstillingskoordinator (kunstnerisk arbeid museum galleri)
Uts,Utstillingstekniker (museum galleri)
Sje,Sjefskokk
Kjø,Kjøkkensjef
Sto,Storkjøkkenleder
Kos,Kostøkonom
Bes,Bestyrer (kantine)
Die,Diettkjøkkensjef
Kjø,Kjøkkenbestyrer
Kjø,Kjøkkeninstruktør
Omr,Områdeleder (kantine)
Dri,Driftstekniker (radio/fjernsyn)
Ins,Inspisient
Lys,Lystekniker
Pro,Produksjonskonsulent (radio/fjernsyn)
Påk,Påkleder (kultur og underholdning)
Rek,Rekvisitør
Sce,Scenemester
Sce,Scenograf
Suf,Sufflør
Ass,Assistentfotograf (film/fjernsyn)
Lys,Lysdesigner
Lys,Lyskonsulent
Lys,Lysmester
Lys,Lysrigger
Lys,Lyssetter
Stu,Studiobetjent (radio/fjernsyn)
Stu,Studioformann (radio/fjernsyn)
Mas,Maskinmester (teater)
Inn,Innspillingsleder
Pro,Produksjonsassistent (kultur og underholdning)
Rek,Rekvisitamaker
Sce,Scenetekniker
Skr,Skript
Gri,Grip/key grip (filminnspilling)
Lyd,Lyddesigner
Pro,Produksjonsdesigner (filmproduksjon)
Loc,Location manager (filmproduksjon)
Loc,Locationassistent (filmproduksjon)
Loc,Location scout (filmproduksjon)
Pro,Produksjonsdesignerassistent (filmproduksjon)
Pro,Produksjonskoordinator (filmproduksjon)
Dri,Driftskonsulent (IT)
Dri,Driftstekniker (IT)
Dat,Dataingeniør
Dat,Datatekniker
Lær,Lærling (IKT)
Avd,Avdelingsingeniør (data)
Dat,Datakonsulent (drift)
Dat,Datamaskinoperatør
Dat,Dataservicetekniker
Dri,Driftsadministrator (IT)
Dri,Driftsassistent (EDB)
Dri,Driftsfullmektig (EDB)
Dri,Driftssekretær (data)
Dri,Driftsutvikler (IT)
EDB,EDB-ingeniør
EDB,EDB-konsulent
EDB,EDB-opeatør
Ing,Ingeniør (IT)
IT-,IT-medarbeider
IT-,IT-operatør
Kon,Konsulent (data)
Pro,Programmeringsassistent (data)
Sen,Seniorserviceingeniør (data)
Ser,Serviceingeniør (data)
Ter,Terminalansvarlig (EDB)
Bru,Brukerstøtte IKT
IT-,IT-brukerkonsulent
Led,Leder IT brukerstøtte
Kun,Kundekonsulent (data)
PC-,PC-konsulent
Dat,Datakonsulent (support)
Dri,Driftskonsulent (IT support)
Kun,Kundestøtte (IKT)
EDB,EDB-systemkonsulent
Net,Nettverkskonsulent (IT-drift)
Net,Nettverkstekniker
Sys,Systemassistent (data)
Sys,Systemtekniker (IKT-drift)
Web,Webkoordinator
Web,Webmaster
Red,Redigerer (film)
Inn,Innspillingstekniker
Kin,Kinomaskinist
Lyd,Lydtekniker
Bil,Billedtekniker
Fil,Filmassistent
Kam,Kamerakontrollør
Lyd,Lydingeniør
Lyd,Lydmester
Pro,Programingeniør (radio/fjernsyn)
Rad,Radiotekniker
Stu,Studiotekniker (rafio/fjernsyn/film)
Fag,Fagarbeider (fjernsyn)
Pro,Programtekniker (radio og fjernsyn)
Spe,Spesialarbeider (fjernsyn)
Kam,Kameramann/kvinne
Rad,Radiooperatør (skip)
Tel,Telekommunikasjonstekniker.
Kun,Kundekonsulent (telekommunikasjon)
Tel,Telekommunikasjonsmedarbeider (drift)
Kom,Kommunikasjonsleder (radiosamband)
Kon,Kontrolltekniker (elektronikk og telekommunikasjon)
Rad,Radiofullmektig
Rad,Radiokontrollør
Rad,Radioleder
Rad,Radiooffiser (skip)
Rad,Radiotelefonist
Rad,Radiotelegrafist
Sam,Sambandsoffiser
Teg,Tegningskontrollør (elektronikk og telekommunikasjon)
Tek,Teknisk fullmektig (forsvaret)
Tel,Telegrafbetjent
Tel,Telegrafist
Bol,Boligkonsulent
Kon,Kontormedarbeider
Kor,Korrekturleser
Met,Meteorologfullmektig
Sek,Sekretær
Kon,Kontormedarbeider (lærling)
Hyd,Hydrologiassistent
AD-,AD-assistent
Mar,Markedsføringsassistent
Mar,Markedsføringssekretær
Med,Mediaassistent
Adm,Administrasjonsmedarbeider
Rek,Reklamemedarbeider
Kon,Konsulent (kontorarbeid)
Ung,Ungdomssekretær (arbeidstakerorganisasjon)
Val,Valgkampsekretær (administrasjon)
Akt,Aktivitetskoordinator (kontor)
Før,Førstekontorfullmektig
Kun,Kundeservicemedarbeider
Ord,Ordreassistent
Ord,Ordrebehandler
Ord,Ordrefordeler
Ord,Ordremedarbeider
Ord,Ordremottaker
Ord,Ordreplukker
Ord,Ordrestiller
Tek,Tekstbehandler
Tel,Telefullmektig
Opp,Opplagsmedarbeider
Ref,Referent
Ste,Stenograf
Ref,Referentrevisor
Ref,Referentsjef
Spr,Språkstenograf
Sto,Stortingsreferent
Sto,Stortingsreferentaspirant
Dat,Dataregistrerer
Dat,Dataregistreringsoperatør
Dig,Digitaliserer
Ful,Fullmektig (dataregistrering)
Pun,Puncheoperatør
Ser,Servicesystemkoordinator (dataregistrering)
Sta,Statistikkassistent
Kun,Kundebehandler bank og postkontor
Pos,Postbud og sorterer
Pos,Postkasserer
Dri,Driftsleder (postkontor)
Før,Førstepostbetjent
Kon,Kontrollfullmektig (postverket)
Ove,Overpostbetjent
Ove,Overpostfortoller
Pos,Postaspirant
Pos,Postbetjent
Pos,Postinspektør
Pos,Postkonsulent
Pos,Poststyrer
Pos,Poståpner
Pos,Postsekretær
Ban,Bankassistent
Ban,Bankfullmektig
Ban,Bankkasserer
Før,Førstepostkasserer
Kas,Kasserer (bank)
Pos,Postekspeditør
Pos,Postelev
Pos,Postfortoller
Pos,Postfullmektig
Før,Førstepostfullmektig
Kun,Kundebehandler (post)
Kon,Kontoraspirant (post)
Bin,Bingovert
Boo,Bookmaker
Bin,Bingoassistent
Cro,Croupier
Tot,Totalisatorfunksjonær
Pen,Pengeutlåner
Pan,Pantelåner
Ink,Inkassomedarbeider
Kun,Kundekonsulent (fakturaservice)
Gje,Gjeldsinnkrever
Ink,Inkassator
Ink,Inkassoassistent
Kon,Konsulent (inkasso)
Reg,Regningsinnkrever
Rei,Reisebyråmedarbeider
Avd,Avdelingsleder (reiseliv)
Rei,Reisekonsulent
Rei,Reisekoordinator
Tur,Turoperatør
Lær,Lærling (reisefaglært)
Bil,Billettkonsulent (reisebyrå)
Boo,Booking- og markedsmedarbeider (reiseliv)
Boo,Bookingkoordinator
Boo,Bookingsjef
Dri,Driftsansvarlig (reiseliv)
Key,Key Account (reisebyrå)
Rei,Reise- og markedskonsulent
Spe,Spesialkonsulent (reiseliv)
Sup,Supervisor (reiseliv)
Inn,Innsjekker
Fer,Ferieselger
Rei,Reisebyråfunksjonær
Res,Reservasjonsmedarbeider
Sal,Salgsmedarbeider (turoperatør)
Tra,Trainee (reisebyrå)
Boo,Bookingmedarbeider
Kun,Kundesentermedarbeider
Kun,Kundebehandler (kundesenter)
Gru,Gruppeleder (kundesenter)
Sen,Sentralbordoperatør
Ala,Alarmsentralleder
Dro,Drosjesentralvakt
Rad,Radioekspeditør
Sen,Sentralbordbetjent
Sen,Sentralbordleder
Sen,Sentralbordmedarbeider
Tel,Teleekspeditør
Hot,Hotellresepsjonist
Res,Resepsjonist
Lær,Lærling (hotellfag)
Boo,Bookingansvarlig (hotell)
Cam,Campingplassmedarbeider
Hot,Hotellarbeider
Hot,Hotellmedarbeider
Nat,Nattportier
Res,Resepsjonsfunksjonær (hotell)
Vak,Vaktleder (hotell)
Boo,Bookingmedarbeider (hotell)
Res,Resepsjonsmedarbeider (hotell)
Res,Resepsjonssekretær (hotell)
Res,Resepsjonssjef (hotell)
Res,Resepsjonsvakt (hotell)
Inf,Informasjonsskrankemedarbeider
Skr,Skrankeekspeditør
Skr,Skrankemedarbeider
Rek,Reklamasjonsmedarbeider
Ser,Servicemedarbeider (møbler)
Bow,Bowlingvert
Res,Resepsjonist (ekskl. hotell)
Kon,Konferansekonsulent
Kon,Konferansemedarbeider
Kur,Kurskonsulent
Kur,Kursmedarbeider
Eks,Ekspedisjonsvakt
Kon,Konferansevert/-vertinne
Kur,Kursvert
Kun,Kundemottaker (bilverksted)
Opp,Opplysningsmedarbeider
Res,Resepsjonsfullmektig (ekskl. hotell)
Res,Resepsjonsfunksjonær (ekskl. hotell)
Res,Resepsjonssjef (ekskl. hotell)
Res,Resepsjonsmedarbeider (ekskl. hotell)
Res,Resepsjonssekretær (ekskl. hotell)
Res,Resepsjonsvakt (ekskl. hotell)
Bow,Bowlingmedarbeider
Int,Intervjuer
Ann,Annen opplysningsmedarbeider
Reg,Regnskapsmedarbeider
Øko,Økonomimedarbeider
Fak,Faktureringsmedarbeider
Rev,Revisormedarbeider
Bok,Bokholder
Bok,Bokholderassistent
Ful,Fullmektig (økonomi og regnskap)
Kon,Kontormedarbeider (regnskap)
Reg,Regnskapsansvarlig
Reg,Regnskapsassistent
Reg,Regnskapsfullmektig
Reg,Regnskapskontrollør
Rev,Revisjonsassistent
For,Forsikringsassistent
Løn,Lønnskonsulent
Løn,Lønningsmedarbeider
Løn,Lønningsassistent
Løn,Lønningssekretær
Lag,Lagermedarbeider
Mat,Materialkoordinator
Lær,Lærling (materialadministrator)
Lær,Lærling (terminalarbeid)
Ser,Servicemedarbeider (skismøring/racing)
Del,Delesjef
Dep,Depotarbeider
For,Formann (spedisjonsterminal)
Før,Førsteekspeditør (lager)
Int,Intendant
Lag,Lagerekspeditør
Lag,Lagerforvalter
Lag,Lagerformann
Lag,Lagerfullmektig
Lag,Lagerfunksjonær
Lag,Lagerkontorist
Lag,Lagerkontrollør
Lag,Lagerleder
Mat,Materialforvalter
Mat,Materialoperatør
Mat,Materialplanlegger
Mat,Materialsaksbehandler
Mat,Materialtilrettelegger
Pre,Preserveringstekniker
Spe,Spedisjonsmedarbeider
Ter,Terminalarbeider (lager)
Ter,Terminalarbeider (spedisjon)
Vog,Vognfordeler
Log,Logistikkmedarbeider
Arb,Arbeidsleder (transport)
Fag,Fagarbeider (logistikk)
For,Forsyningsansvarlig
Log,Logistiker
Log,Logistikkandidat
Log,Logistikkansvarlig
Log,Logistikkoordinator
Log,Logistikkleder
Log,Logistikkonsulent
Log,Logistikkplanlegger
Log,Logistikkøkonom
Uts,Utstyrsoperatør (olje)
Siv,Sivilforsvarsadjutant (logistikk materiell)
Fra,Fraktkonsulent (lufthavn)
Hav,Havneinspektør
Tog,Togleder (jernbane)
Tra,Trafikkontrollør
Tra,Transportfunksjonær
Lær,Lærling (transport)
AFI,AFIS-fullmektig
AIS,AIS-fullmektig
Avd,Avdelingsleder (distribusjon)
Dri,Driftsansvarlig flyfrakt
Fag,Fagarbeider (transport)
Fly,Flyeksportmedarbeider (lufthavn)
Fly,Flyfraktassistent
Fly,Flyimportmedarbeider (lufthavn)
Fly,Flykoordinator
Fly,Flytrafikkassistent
For,Formann (godsekspedisjon)
Fra,Fraktassistent (veitrafikk)
Fra,Fraktekspedisjonsleder
Fra,Fraktfullmektig
Fra,Fraktsjef (luftfart)
God,Godsekspeditør
God,Godstrafikkleder
Hav,Havneassistent
Hav,Havnebetjent
Hav,Havnekontrollør
Hav,Havnetrafikkleder
Jer,Jernbanefullmektig
Kjø,Kjøreleder
Kon,Kontrollør (jernbane)
Kon,Kontrollør (lufthavn)
Luf,Lufthavnbetjent
Ove,Overkontrollør (veitrafikk)
Rut,Rutesjef (varetransport)
Spe,Spesialarbeider (transport)
Sta,Stasjonsarbeider (jernbane/T-bane)
Sta,Stasjonskontrollør (veitrafikk)
Ter,Terminalbetjent
Ter,Terminalleder
Tra,Trafikkassistent (jernbane)
Tra,Trafikkassistent (veitrafikk)
Tra,Trafikkbetjent
Tra,Trafikkekspeditør (jernbane)
Tra,Trafikkinspektør
Tra,Trafikkleder (persontrafikk)
Tra,Trafikkonsulent (fly)
Tra,Trafikkonsulent (transport)
Tra,Trafikksekretær
Tra,Trafikkstyrer
Tra,Transportleder (forsvaret)
Veg,Vegtrafikkleder
Tra,Trafikkleder (maritim)
Bib,Bibliotekassistent
Bib,Bibliotekfullmektig
Bib,Bibliotekaspirant
Bib,Bibliotekmedarbeider
Bok,Bokbussassistent (bibliotek)
Bib,Bibliotekvakt
Pos,Postbud
Pos,Postsorterer
Sor,Sorteringsleder (post)
Vak,Vaktleder (post)
Lan,Landpostbud
Kod,Koder mv
Ark,Arkivmedarbeider
Ark,Arkivassistent
Ful,Fullmektig (arkiv)
Kar,Kartotekfører
Med,Medarbeider (arkiv)
Per,Personalsekretær
HR-,HR-assistent
Per,Personalassistent (personalkontor)
Fly,Flyvert/-vertinne
Kab,Kabinpersonale
Pur,Purser (sjø)
Tog,Togvert/-vertinne
Air,Airpurser
Air,Airsteward
Båt,Båtvert/-vertinne
Cab,Cabin Attendant
Cab,Cabin chief
Cru,Cruiseassistent
Cru,Cruisevert/-vertinne
Cru,Cruisevertinne
Lær,Lærling (flyvert/-vertinne)
Hos,Host/-ess (sivil luftfart)
Hos,Hostess (luftfartøy)
Kab,Kabinsjef
Man,Mannskapspurser (sjø)
Ste,Steward/-ess (luftfartøy)
Ste,Stewardess (luftfartøy)
Pur,Purser (transport)
Pur,Purserassistent (transport)
Kon,Konduktør (tog)
Kon,Kontrollør (billettør - transportmidler)
Kon,Konduktør
Bil,Billettør (transportmidler)
Ove,Overkonduktør
Tog,Togkontrollør
Tog,Togsjef
Gui,Guide
Rei,Reiseleder
Rei,Reiseleder og guide
Tur,Turistinformasjonsmedarbeider
Bed,Bedriftsguide
Bre,Brefører
Omv,Omviser
Tur,Turistvert
Hav,Havnevert/-vertinne (båtturister)
For,Forpleiningssjef (stuert)
Ins,Institusjonskokk
Kok,Kokk
Ski,Skipskokk
Lær,Lærling (institusjonskokk)
Lær,Lærling (kokk)
Arb,Arbeidsleder (kjøkken)
Die,Diettkokk
Dri,Driftssjef (kantine)
Fis,Fiskebåtstuert
Før,Førstekokk
Hje,Hjelpekokk
Kok,Kokkelærling
Kol,Koldjomfru
Ove,Overkokk
Ove,Overstuert
Piz,Pizzabaker
Piz,Pizzakokk
Stu,Stuert
Vak,Vaktleder (kantine)
Hov,Hovmester
Ser,Servitør
Lær,Lærling (servitør)
Bes,Bestyrer (serveringssted)
Fro,Frokostvert/-vertinne
Kel,Kelner
Kje,Kjellermester
Lun,Lunsjvert/-vertinne
Res,Restaurantmedarbeider (servitør)
Som,Sommelier
Bar,Bartender
Bar,Barista
Bar,Barmedarbeider
Bar,Barsjef
Pub,Pubmedarbeider
Fri,Frisør
Lær,Lærling (frisør)
Dam,Damefrisør
Fri,Frisørmester
Her,Herrefrisør
Hår,Hårdesigner
Hår,Hårolog
Fot,Fotterapeut
Kos,Kosmetolog
Kos,Kosmetolog mv.
Kro,Kroppskunstner
Mas,Massør
Sla,Slankevert/-vertinne
Smi,Sminkør
Lær,Lærling (herre-/damefrisør)
Ass,Assistent (alternativ behandling)
Las,Laserterapeut
Aro,Aromaterapeut
Hud,Hudpleier
Hud,Hudterapeut
Man,Manikyrist
Neg,Neglskulptør
Pie,Piercingartist
Smi,Sminkørleder
Spa,Spa-vert/-vertinne
Sty,Stylist
Tat,Tatoverer
Kur,Kursleder (slanking)
Sla,Slankeklubbvert/-vertinne
Kon,Konsulent (slanking)
Smi,Sminkeassistent
Ren,Renholdsleder i bedrifter
Sto,Storhusholdningsleder (færre enn 10 ansatte - privat virksomhet)
Avd,Avdelingsleder (hjemmetjenesten)
Arb,Arbeidsleder (renhold)
Bes,Bestyrer (renhold)
Old,Oldfrue
Dri,Driftsleder (husøkonom)
Omr,Områdeleder (husøkonom)
Hus,Husøkonom
Ren,Renholdskonsulent
Ren,Renholdsleder
Hus,Husøkonomassistent
Hje,Hjemmehjelpsformidler
Hje,Hjemmehjelpsleder
Dis,Distriktsleder (hjemmehjelp)
Hus,Husholder
Int,Internatleder
Hus,Husholdsbestyrer
Hus,Husholdsleder
Int,Internatbetjent
Int,Internatinspektør
Pro,Proviantforvalter
B&B,B&B-vert/-vertinne
Dri,Driftsoperatør (idrettsanlegg)
Kir,Kirketjener
Vak,Vaktmester
Lær,Lærling (driftsoperatør idrettsanlegg)
Amb,Ambulerende vaktmester
Ass,Assisterende vaktmester
Ban,Banemester
Bes,Bestyrer (idrettsanlegg)
Bet,Betjent
Bet,Betjentformann
Sir,Sirkustekniker
Dri,Driftsansvarlig (svømmehall)
Dri,Driftskoordinator (boligdrift)
Dri,Driftsoperatør (boligdrift)
Dri,Driftsansvarlig (idrettsanlegg)
For,Forvaltningsassistent (vaktmesterarbeid)
For,Forvaltningskonsulent (vaktmesterarbeid)
Fyr,Fyrmester
Klo,Klokker
Mas,Maskinist (drift av maskiner)
Opp,Oppsynsmann (fyr)
Sky,Skytebaneforvalter
Tea,Teamleder (drift/vedlikehold)
Vak,Vaktmesterassistent
Var,Varmebehandler
Var,Varmemester (fyringsanlegg)
Ved,Vedlikeholdsarbeider (vaktmesterarbeid)
Ved,Vedlikeholdsleder
Lær,Lærling (byggdrifterfaget)
Ast,Astrolog
Num,Numerolog
Spå,Spåkone/-mann
Tal,Tallmagiker
Beg,Begravelsesbyråassistent
Beg,Begravelsesbyråmedarbeider
Gra,Gravferdskonsulent
Kre,Krematør
Beg,Begravelsesbyråsjåfør
Dyr,Dyrepasser
Før,Førerhundtrener
Hun,Hundeskoleinstruktør
Hes,Hestedressør
Ken,Kennelassistent
Kli,Klinikkassistent (dyreklinikk)
Pra,Praktikant (dyreklinikk)
Hun,Hundelufter
Hun,Hundefrisør
Tra,Trafikklærer
Kjø,Kjøreskolelærer
Akt,Aktivitetsleder (hotell butikksenter)
Ann,Annen personlig tjenesteytelse
Fri,Fritidsassistent
Hof,Hoffdame
Kam,Kammertjener
Led,Ledsager
Lek,Lekeleder
Sel,Selskapsdame/-mann
Sho,Shopper
Sta,Statist
Vel,Velferdssekretær
Qui,Quizmaster
Tor,Torghandler
Bod,Bodselger
Mar,Markedsselger
Pøl,Pølsebodselger
Gat,Gateselger av mat
But,Butikkinnehaver (liten butikk)
Kio,Kioskinnehaver
Kol,Kolonialhandler (liten kolonial)
Bok,Bokhandler
But,Butikkavdelingssjef
Fag,Fagkonsulent (ferskvarebutikk)
Fer,Ferskvaresjef (butikk)
Gru,Gruppeleder (varehandel)
Kas,Kasseleder (butikk)
Omr,Områdeansvarlig (butikk)
Vak,Vaktleder (butikk)
Bil,Bilselger
But,Butikkmedarbeider
Sal,Salgsfremmer
Sel,Selger (detalj)
Sol,Solstudiovert/-vertinne
Lær,Lærling (butikkfaget)
Lær,Lærling (fagekspeditør byggevarer)
Lær,Lærling (reservedelsekspeditør)
Apo,Apotekmedarbeider
Bok,Bokhandlermedarbeider
Bok,Bokselger
But,Butikk-kasserer
But,Butikkmedarbeider (bensinstasjon)
But,Butikkmedarbeider (salg av selskapstøy)
But,Butikk-konsulent
Del,Deleekspeditør
Eks,Ekspeditør
Eks,Eksponeringshjelp
Kas,Kassemedarbeider (butikk)
Kio,Kioskmedarbeider
Kjø,Kjøkkeninteriørselger
Kun,Kundeveileder (butikk)
Møb,Møbelselger
Opt,Optikermedarbeider (butikk)
Pro,Provisjonsselger
Res,Reservedelsekspeditør
Sjo,Sjokoladeselger
Lod,Loddselger
Skr,Skraphandler
Bil,Billettør
Bil,Billettselger
Bil,Billettselger (arrangementer)
Gru,Gruppeleder (billettsalg)
Jer,Jernbaneekspeditør
Kas,Kassemedarbeider (billettsalg)
Kas,Kasserer
Spe,Sperrebetjent
Bom,Bomringvakt
Man,Mannekeng
Mod,Modell
Akt,Aktmodell
Fot,Fotomodell
Dem,Demonstrasjonsselger
Dem,Demonstrasjonsmedarbeider
Sel,Selger (utstillingsplasser)
Dør,Dørselger
Fel,Feltselger
Sal,Salgssjåfør (detalj)
Tel,Telefonselger
Net,Nettselger
Abo,Abonnementselger
Ann,Annonseakkvisitør (telefonsalg)
Ann,Annonsebehandler
Coa,Coach (telefonsalg)
Kom,Kommunikatør (telefonsalg)
Sal,Salgsassistent
Tel,Telefonakkvisitør
Ser,Servicemedarbeider (bensinstasjon bilforretning)
Mar,Marinamedarbeider
Sta,Stasjonsbetjent (bensinstasjon)
Gat,Gatekjøkkenmedarbeider
Kaf,Kafemedarbeider (servering)
Sal,Salatbarmedarbeider
Kro,Kromedarbeider
Res,Restaurantmedarbeider (hamburgerbar)
Res,Restaurasjonsmedarbeider
Kan,Kantinemedarbeider
Ann,Annen salgsmedarbeider
Kun,Kundebehandler (utleievirksomhet)
Ski,Skiutleier
Utl,Utleier (selskapstelt mv.)
Utl,Utleier (selskapstøy)
Vis,Visningsassistent (boligsalg)
Bil,Bilutleier
Gat,Gateverver
Au-,Au-pair
Bar,Barne- og ungdomsarbeider
Bar,Barnehage- og skoleassistenter mv.
Bar,Barnehageassistent
Bar,Barnepasser
Bar,Barnepleier
Fri,Fritidsklubbassistent
Stø,Støttekontakt
Lær,Lærling (barne- og ungdomsarbeider)
Akt,Aktivitetsleder (barne- og ungdomsarbeid)
Arb,Arbeidsterapeut (barne- og ungdomsarbeid)
Ass,Assistent (barnepark)
Bar,Barneparkleder
Bar,Barne- og ungdomsarbeider (psykisk helsearbeid)
Bes,Bestyrer (barne- og ungdomsarbeid)
Fam,Familiebarnehageleder
Sko,Skoleassistent
Ele,Elevassistent
Und,Undervisningsassistent
Akt,Aktivitør
Hel,Helsefagarbeider
Hje,Hjelpepleier
Oms,Omsorgsarbeider
Lær,Lærling (helsearbeiderfaget)
Lær,Lærling (omsorgsarbeider)
Akt,Aktivitetsleder (omsorgsarbeid)
Arb,Arbeidsterapeut (omsorgsarbeid)
Hje,Hjelpepleier (psykisk helsearbeid)
Hje,Hjelpepleiermedarbeider
Led,Ledende hjelpepleier
Mil,Miljøarbeider (helse- og omsorg)
Oms,Omsorgsarbeider (psykisk helsearbeid)
Ove,Overpleier
Spe,Spesialhjelpepleier
Avl,Avlaster (besøkshjem mv.)
Led,Ledende aktivitør
Sos,Sosialsekretær
Lær,Lærling (aktivitørfag)
Hje,Hjemmehjelp
Ass,Assistent (hjemmehjelp)
Hus,Husmorvikar
Avl,Avlaster
Per,Personlig assistent (syke- og helsevernsinstitusjon)
Per,Personlig assistent (privathjem)
Ann,Annen pleiemedarbeider
Ple,Pleieassistent
Por,Portør
Tan,Tannlegesekretær
Lær,Lærling (aktivitør)
Lær,Lærling (ambulansesjåfør)
Kol,Kollektivmedarbeider
Ser,Servicearbeider (omsorgsarbeid)
Sos,Sosialassistent
App,Apparatleder (skjermbildefoto)
Arb,Arbeidsleder (psykisk helsearbeid)
Arb,Arbeidsleder (vekstbedrift)
Arb,Arbeidsleder (vernet bedrift)
Arb,Arbeidstilrettelegger (attføringsbedrift)
Arb,Arbeidstilrettelegger (vernet bedrift)
Ass,Assistent (PU)
Aud,Audiometriassistent
Avd,Avdelingshjelp
Bol,Boligleder (PU)
Bru,Brukermedvirker (rusomsorg)
Dis,Distriktsleder (annet pleie- og omsorgspersonale)
